nom	fonction_c	taille	appels
PedMakeAmbientKeepResources	005ca870	29	FUN_005ca7b0@005ca7b0 FUN_005d8200@005d8200
PedMakeMissionChar	005ca890	74	FUN_0047b690@0047b690 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d94d0@005d94d0 FUN_005db7e0@005db7e0
PedMakeTargetable	005ca980	69	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedMePlaying	005cb910	107	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8450@005d8450 FUN_005d8f20@005d8f20 FUN_005f4840@005f4840
PedMgr			pas de table
PedModel			pas de table
PedModelCreateGiftRequirement	005c0d40	222	FUN_00576d80@00576d80 FUN_005d81e0@005d81e0 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8f20@005d8f20 FUN_006a9880@006a9880 FUN_0073ad50@0073ad50
PedModelID			pas de table
PedModelNotNeededAmbient	005ce470	55	FUN_0052fcf0@0052fcf0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedMoveToObject	005c7fe0	259	FUN_004707a0@004707a0 FUN_00471240@00471240 FUN_005c2770@005c2770 FUN_005c6180@005c6180 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82b0@005d82b0 FUN_005d8fa0@005d8fa0 FUN_005d9f00@005d9f00 thunk_FUN_005ee6d0@005ee930
PedMoveToPoint	005c7df0	474	FUN_00463450@00463450 FUN_00470460@00470460 FUN_00471240@00471240 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8240@005d8240 FUN_005d82b0@005d82b0 FUN_005d8fa0@005d8fa0 FUN_005d9f00@005d9f00 FUN_006d5860@006d5860 FUN_006d58a0@006d58a0 FUN_006d6300@006d6300 thunk_FUN_005ee6d0@005ee930
PedMoveToXYZ	005c7c90	340	FUN_00463350@00463350 FUN_00470460@00470460 FUN_00471240@00471240 FUN_005c6180@005c6180 FUN_005c7220@005c7220 FUN_005d81c0@005d81c0 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d82b0@005d82b0 FUN_005d8fa0@005d8fa0 thunk_FUN_005ee6d0@005ee930 thunk_FUN_0073ad50@005d8170
PedNearPropSocket			pas de table
PedOnBikePathSmoothing	005cd970	55	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedOut			pas de table
PedOverrideActionTreeReference	005c6920	244	FUN_005c6030@005c6030 FUN_005d82e0@005d82e0 FUN_005f5550@005f5550 FUN_005f59b0@005f59b0 FUN_005f6510@005f6510 FUN_005f6b80@005f6b80 _memset@0085b380
PedOverrideSocialResponseToStimulus	005caef0	73	FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedOverrideStat	005c9070	77	FUN_00476fa0@00476fa0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedPassBall	005c9e80	147	FUN_00471240@00471240 FUN_00471840@00471840 FUN_005c7220@005c7220 FUN_005d8200@005d8200 thunk_FUN_005ee6d0@005ee930
PedPathNodeReachedDistance	005cd930	62	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedPickup	005ccd60	131	FUN_0046f940@0046f940 FUN_00471240@00471240 FUN_005c7220@005c7220 FUN_005d8200@005d8200 thunk_FUN_005ee6d0@005ee930
PedPlayCatch	005c9de0	147	FUN_00471240@00471240 FUN_00471770@00471770 FUN_005c7220@005c7220 FUN_005d8200@005d8200 thunk_FUN_005ee6d0@005ee930
PedPlayHitReaction	005cc270	143	FUN_0047b6b0@0047b6b0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedProcessControl			pas de table
PedProcessControlNoAct			pas de table
PedPropsActions			pas de table
PedPutOnBike	005d0260	242	FUN_0041c390@0041c390 FUN_0044a430@0044a430 FUN_00473fa0@00473fa0 FUN_004764f0@004764f0 FUN_004bde30@004bde30 FUN_004cade0@004cade0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedReceiveBall	005c9f20	152	FUN_00471240@00471240 FUN_00471910@00471910 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_0085c6f0@0085c6f0 thunk_FUN_005ee6d0@005ee930
PedRecruitAlly	005cd550	124	FUN_00485fa0@00485fa0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20 FUN_0073ad50@0073ad50
PedRegisterSocialCallback	005caf40	84	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d9f00@005d9f00
PedRelativeControls			pas de table
PedRemoveBroadcastStimulus	005c6e20	24	FUN_004a6190@004a6190 FUN_005d8200@005d8200
PedRemoveCurrentObjective	005cb440	50	FUN_00470170@00470170 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedRemovePedFromIgnoreList	005cb730	92	FUN_0048bfa0@0048bfa0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedRemoveStimulus	005cbb50	124	FUN_004a6680@004a6680 FUN_004a6730@004a6730 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8450@005d8450 FUN_0073ad50@0073ad50
PedRequestModel	005c6320	24	FUN_005c61e0@005c61e0 FUN_005d8200@005d8200
PedReset			pas de table
PedResetAttitudes	005cb540	46	FUN_004730a0@004730a0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedResetTrack			pas de table
PedResetTypeAttitudesToDefault	005c6b70	14	FUN_0046f350@0046f350
PedRestoreNumCombatants	005cb9c0	84	FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedRestoreWeaponInventorySnapshot	005cf030	46	FUN_0045d0b0@0045d0b0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedRestrictToTrigger	005c99e0	74	FUN_004999e0@004999e0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedResumePath	005cfd80	81	FUN_00471be0@00471be0 FUN_005c7220@005c7220 FUN_005cf670@005cf670 FUN_005d81c0@005d81c0 FUN_005d8200@005d8200
PedRooftopAttacker	005ce250	95	FUN_0046fd20@0046fd20 FUN_00471240@00471240 FUN_005c7220@005c7220 FUN_005d8200@005d8200 thunk_FUN_005ee6d0@005ee930
PedSaveWeaponInventorySnapshot	005cf000	46	FUN_0045ca90@0045ca90 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSense			pas de table
PedSetActionNode	005ca0d0	138	FUN_00473fa0@00473fa0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8450@005d8450 FUN_005dc040@005dc040
PedSetActionTree	005cac20	294	FUN_00473f80@00473f80 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005dc040@005dc040 _memset@0085b380
PedSetAIButes	005c6c20	218	FUN_0049a500@0049a500 FUN_005d82e0@005d82e0 FUN_005fa720@005fa720 FUN_005fa760@005fa760 FUN_005fa7b0@005fa7b0 FUN_0072ad50@0072ad50 _strncmp@0085b295
PedSetAITree	005caac0	214	FUN_00473f70@00473f70 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005dc040@005dc040
PedSetAllyAutoEngage	005cd6b0	62	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetAllyBehaviour	005cd8f0	61	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8240@005d8240
PedSetAllyJump	005cd6f0	62	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetAlpha	005cbf30	87	FUN_00473150@00473150 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetAlwaysStrafe	005cd120	55	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetAnim	005ca020	36	FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetAntiTetherToPed	005cc8a0	123	FUN_00499a80@00499a80 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetAntiTetherToPoint	005cc790	269	FUN_00499a40@00499a40 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_006d5860@006d5860 FUN_006d58a0@006d58a0 FUN_006d6300@006d6300 FUN_0073ad50@0073ad50
PedSetAntiTetherToProp	005cc920	128	FUN_00499a80@00499a80 FUN_005c2770@005c2770 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetAntiTetherToTrigger	005cc9a0	99	FUN_00499af0@00499af0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetAntiTetherToXYZ	005cc720	100	FUN_00499a40@00499a40 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d8320@005d8320
PedSetAsleep	005caa30	65	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetCheap	005ce2b0	62	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetCheering	005c9250	65	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetCombatZoneMask	005cd0c0	84	FUN_00486110@00486110 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetControllerID	005c9fc0	87	FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetConversationStance			pas de table
PedSetConversationStanceTrack			pas de table
PedSetDamageGivenMultiplier	005cf300	75	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetDamageTakenMultiplier	005cf3b0	75	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetDefaultTypeToTypeAttitude	005c6b30	58	FUN_0046f7a0@0046f7a0 FUN_005d8200@005d8200
PedSetEffectedByGravity	005cd420	73	FUN_00474ac0@00474ac0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetEmotionTowardsPed	005cdae0	135	FUN_0048f080@0048f080 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20 FUN_0073ad50@0073ad50
PedSetEntityFlag	005cc170	75	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetFaction	005cb570	67	FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetFightingSystem	005ca590	61	FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetFlag	005cc0b0	91	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetFocus	005ca9d0	93	FUN_0048c370@0048c370 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetGlobalAttitude_IgnoreTruants	005c6c00	25	FUN_005d8fa0@005d8fa0
PedSetGlobalAttitude_Rumble	005c6bd0	47	FUN_005d8fa0@005d8fa0
PedSetGlobalSleep	005c6e40	23	FUN_005d8f20@005d8f20
PedSetGrappleTarget	005ce8b0	109	FUN_00474360@00474360 FUN_005c7220@005c7220 FUN_005d8180@005d8180 FUN_005d8200@005d8200
PedSetHealth	005c8e80	109	FUN_00478190@00478190 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetHealthBarQuiet	005c67c0	67	FUN_005d8f20@005d8f20 thunk_FUN_0073ad50@005d8170
PedSetHitRecordDamage	005c97c0	78	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetImmortalFlag	005ce6e0	65	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetInfiniteSprint	005cde60	65	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetInvulnerable	005c9160	65	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetInvulnerableToPlayer	005c9200	65	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetIsStealthMissionPed	005d0110	75	FUN_005c7220@005c7220 FUN_005d0080@005d0080 FUN_005d8200@005d8200 FUN_005d8fa0@005d8fa0
PedSetMaxHealth	005c8de0	62	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetMinEngage	005cb790	62	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetMinHealth	005c8ef0	62	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetMissionCritical	005cca10	117	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20 FUN_005d8fa0@005d8fa0 FUN_005d9af0@005d9af0 FUN_005d9f00@005d9f00
PedSetMoney	005c90c0	68	FUN_00475150@00475150 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetNoDamageNextFall	005cf400	65	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetNumCombatants	005cb7d0	90	FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetObjectiveRemovedCallback	005ce4b0	73	FUN_005c7220@005c7220 FUN_005d81c0@005d81c0 FUN_005d8200@005d8200 FUN_005d9e70@005d9e70
PedSetPedToTypeAttitude	005cb480	77	FUN_00473080@00473080 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetPOI	005cbff0	117	FUN_004472c0@004472c0 FUN_00448c70@00448c70 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8fa0@005d8fa0
PedSetPosPoint	005c82c0	271	FUN_004755e0@004755e0 FUN_005c7220@005c7220 FUN_005c74a0@005c74a0 FUN_005d8200@005d8200 FUN_006d5860@006d5860 FUN_006d58a0@006d58a0 FUN_006d6300@006d6300 FUN_0073ad50@0073ad50
PedSetPosXYZ	005c8250	101	FUN_005c7220@005c7220 FUN_005c74a0@005c74a0 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetProjDest	005cd470	137	FUN_0048bd40@0048bd40 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetProjectileLifetime	005ccc80	69	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetPunishmentPoints	005ccdf0	61	FUN_004773d0@004773d0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8240@005d8240
PedSetRemoveOwnedProj	005c91b0	65	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetRequiredGift	005cdc20	117	FUN_00474940@00474940 FUN_004749e0@004749e0 FUN_0047d060@0047d060 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8fa0@005d8fa0
PedSetScenarioObjFlag	005ce630	65	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetSeasonalModels	005c7070	29	FUN_004543f0@004543f0 FUN_005d8200@005d8200
PedSetSocialSubtitlesEnable	005c6e60	23	FUN_005d8f20@005d8f20
PedSetSpecial	005c8fe0	64	FUN_00474200@00474200 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetSpecialRate	005c8f90	76	FUN_004741f0@004741f0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetStationary	005c7950	62	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetStatsType	005caba0	115	FUN_00478e30@00478e30 FUN_00499fa0@00499fa0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0
PedSetStealthBehavior	005d0160	249	FUN_00548aa0@00548aa0 FUN_0054a460@0054a460 FUN_0054a740@0054a740 FUN_005c7220@005c7220 FUN_005d7f80@005d7f80 FUN_005d8200@005d8200 FUN_005d8240@005d8240 FUN_005d9f00@005d9f00
PedSetStealthVisionHeight	005cdfb0	62	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetTaskNode	005ca050	118	FUN_00473f90@00473f90 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8450@005d8450
PedSetTetherMoveToCenter	005cc640	70	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetTetherMoveToTarget	005cc5f0	70	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetTetherSpeed	005cc690	72	FUN_005c6120@005c6120 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetTetherToPed	005cc480	123	FUN_00499960@00499960 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetTetherToPoint	005cc370	269	FUN_00499910@00499910 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_006d5860@006d5860 FUN_006d58a0@006d58a0 FUN_006d6300@006d6300 FUN_0073ad50@0073ad50
PedSetTetherToProp	005cc500	128	FUN_00499960@00499960 FUN_005c2770@005c2770 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedSetTetherToTrigger	005cc580	99	FUN_004999e0@004999e0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSetTetherToXYZ	005cc300	100	FUN_00499910@00499910 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d8320@005d8320
PedSetTypeToTypeAttitude	005c6af0	58	FUN_0046f760@0046f760 FUN_005d8200@005d8200
PedSetUniqueModelStatus	005cdeb0	57	FUN_005d8200@005d8200
PedSetUsesCollisionScripted	005ce2f0	66	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetWantsToSocializeWithPed	005cdb70	116	FUN_00492490@00492490 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8240@005d8240 FUN_005d8fa0@005d8fa0
PedSetWeapon	005c9390	354	FUN_0045cdf0@0045cdf0 FUN_0045cee0@0045cee0 FUN_0045cf70@0045cf70 FUN_0051b300@0051b300 FUN_0055c6f0@0055c6f0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20 FUN_00728150@00728150 FUN_0073ad50@0073ad50
PedSetWeaponFlag	005cf090	113	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20
PedSetWeaponNow	005c9500	179	FUN_005c7220@005c7220 FUN_005c9390@005c9390 FUN_005d8200@005d8200 FUN_005f4490@005f4490 FUN_005f49a0@005f49a0 FUN_005f4fc0@005f4fc0 FUN_005f59b0@005f59b0
PedSetWorldAnchor	005c81a0	169	FUN_00412670@00412670 FUN_00412ad0@00412ad0 FUN_00413920@00413920 FUN_00473380@00473380 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PedShowHealthBar	005ca5d0	315	FUN_00551380@00551380 FUN_005513b0@005513b0 FUN_00553690@00553690 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8f20@005d8f20 FUN_0073ad50@0073ad50
PedShowHealthBarInFPmode	005c67a0	32	FUN_005d8f20@005d8f20
PedSocialKeepAlive	005cafa0	52	FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSocialOverrideLoad	005c6a20	201	FUN_005c6030@005c6030 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d9130@005d9130 FUN_005db7e0@005db7e0 FUN_005f5550@005f5550 FUN_005f59b0@005f59b0 FUN_005f6510@005f6510 FUN_005f6b80@005f6b80 _memset@0085b380
PedSpawnRandomPed	005c7090	232	FUN_0049c0e0@0049c0e0 FUN_0049d710@0049d710 FUN_0049f570@0049f570 FUN_005d8240@005d8240 FUN_005d8370@005d8370 FUN_005d8460@005d8460
PedSphereHit			pas de table
PedStartConversation	005ca1b0	264	FUN_0046ddc0@0046ddc0 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005d8450@005d8450 FUN_00683d60@00683d60 FUN_00683d70@00683d70 FUN_00685af0@00685af0 FUN_0073ad50@0073ad50
PedStop	005c7630	120	FUN_0046fb10@0046fb10 FUN_004701b0@004701b0 FUN_00470200@00470200 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005f3f40@005f3f40 thunk_FUN_005ee6d0@005ee930
PedStopSocializing	005cdbf0	46	FUN_00490f50@00490f50 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PedSwapModel	005c9a70	141	FUN_0051c040@0051c040 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0
PedTarget			pas de table
PedTargetPAnim	005cfe50	350	FUN_00465690@00465690 FUN_004711b0@004711b0 FUN_00497d20@00497d20 FUN_004989c0@004989c0 FUN_0049a500@0049a500 FUN_004ea270@004ea270 FUN_005c7220@005c7220 FUN_005d81c0@005d81c0 FUN_005d81e0@005d81e0 FUN_005d8200@005d8200 FUN_005d82e0@005d82e0 FUN_005fa7b0@005fa7b0 FUN_0073ad50@0073ad50
PedTargetVehicle	005cce80	195	FUN_0044a430@0044a430 FUN_004969a0@004969a0 FUN_00497d20@00497d20 FUN_004d7890@004d7890 FUN_005c7220@005c7220 FUN_005d81c0@005d81c0 FUN_005d8200@005d8200 FUN_005d8fa0@005d8fa0
PedTaskController			pas de table
PedTaskControllerUpdate			pas de table
PedType			pas de table
PedUseProp	005ce790	273	FUN_00471240@00471240 FUN_004716c0@004716c0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8580@005d8580 FUN_005d8fa0@005d8fa0 FUN_006d7870@006d7870 thunk_FUN_005ee6d0@005ee930
PedUseSocialOverride	005caea0	75	FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8fa0@005d8fa0
PedUsing			pas de table
PedUsingDoor			pas de table
PedVelocity			pas de table
PedVelocityCond			pas de table
PedWander	005c7990	131	FUN_0046fb30@0046fb30 FUN_004701b0@004701b0 FUN_005c6180@005c6180 FUN_005c7220@005c7220 FUN_005d8200@005d8200 thunk_FUN_005ee6d0@005ee930
PedWarpIntoCar	005cccd0	85	FUN_0044a430@0044a430 FUN_0049a320@0049a320 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8240@005d8240
PedWarpOutOfCar	005ccd30	46	FUN_0049a2a0@0049a2a0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
PlayerActivateCombatSphere	005d1850	47	FUN_005c7220@005c7220 FUN_005d8f20@005d8f20
PlayerAddMoney	005d19f0	75	FUN_00472fb0@00472fb0 FUN_004751d0@004751d0 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20 FUN_0073ad50@0073ad50
PlayerAwarenessButes			pas de table
PlayerButes			pas de table
PlayerChangePhysicalState	005d1ea0	59	FUN_00445ce0@00445ce0 FUN_005d8f20@005d8f20
PlayerClearLastVehicle	005d2130	22	
PlayerClearRewardStore	005d20e0	57	
PlayerCreateXYZ	005d2b80	72	FUN_005d2960@005d2960 FUN_005d82a0@005d82a0 FUN_005d8460@005d8460
PlayerDetachFromVehicle	005d16f0	106	FUN_004ce810@004ce810 FUN_005c7220@005c7220 FUN_005f3f40@005f3f40 FUN_00683d90@00683d90
PlayerDismountBike	005d1760	58	FUN_004ce540@004ce540 FUN_005c7220@005c7220 FUN_005f3930@005f3930
PlayerFaceHeading	005d25b0	97	FUN_004755e0@004755e0 FUN_005c7220@005c7220 FUN_005d21a0@005d21a0 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0
PlayerFaceHeadingNow	005c7360	83	FUN_00443950@00443950 FUN_004755e0@004755e0 FUN_005d82a0@005d82a0 FUN_006c9990@006c9990
PlayerFellAsleep	005d1e60	60	FUN_005d8450@005d8450
PlayerFixToBackOfVehicle	005d2700	269	FUN_0044a430@0044a430 FUN_00465680@00465680 FUN_0046fc80@0046fc80 FUN_00470200@00470200 FUN_00471320@00471320 FUN_00473150@00473150 FUN_004f2ad0@004f2ad0 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8f20@005d8f20 thunk_FUN_005ee6d0@005ee930
PlayerGetBikeId	005d1b00	52	FUN_0044c970@0044c970 FUN_005d8460@005d8460
PlayerGetHealth	005d17a0	48	FUN_005c7220@005c7220 FUN_005d8480@005d8480
PlayerGetLastBikeId	005d1b40	52	FUN_0044c970@0044c970 FUN_005d8460@005d8460
PlayerGetMoney	005d1a40	31	FUN_005d8460@005d8460
PlayerGetNumberOfItemsAllowed	005d2b00	127	FUN_0045cdf0@0045cdf0 FUN_00541cb0@00541cb0 FUN_005d8200@005d8200 FUN_005d8450@005d8450 FUN_005d8460@005d8460
PlayerGetNumTimesBusted	005d1cf0	37	FUN_005d8460@005d8460
PlayerGetPedIndex	005d5260	21	FUN_005d8460@005d8460
PlayerGetPhysicalState	005d1ee0	27	FUN_005d8460@005d8460
PlayerGetPosXYZ	005d2510	160	FUN_005c7220@005c7220 FUN_005d8480@005d8480 FUN_005db7e0@005db7e0
PlayerGetPunishmentPoints	005d1c40	31	FUN_005d8460@005d8460
PlayerGetScriptSavedData	005d1de0	37	FUN_005d8200@005d8200 FUN_005d8460@005d8460
PlayerHasItem	005be1c0	118	FUN_0045cdf0@0045cdf0 FUN_00541d40@00541d40 FUN_005d8200@005d8200 FUN_005d8450@005d8450
PlayerHasItemCount			pas de table
PlayerHasPunishmentOfType			pas de table
PlayerHasPunishmentPoints			pas de table
PlayerHasRequiredGift			pas de table
PlayerHasSpace	00824d30	3	
PlayerHasTarget			pas de table
PlayerHasUnlockedUpgrade	005d1fb0	81	FUN_0045bdd0@0045bdd0 FUN_005d82e0@005d82e0 FUN_005d8450@005d8450
PlayerHasWeapon	005d1d70	54	FUN_005d8200@005d8200 FUN_005d8450@005d8450
PlayerIgnoreTargeting	005d1d50	27	FUN_005d8f20@005d8f20
PlayerIncPunishmentPoints	005d1cc0	39	FUN_005d8200@005d8200
PlayerInTriggerVolume			pas de table
PlayerIsInAnyVehicle	005d16b0	55	FUN_005c7220@005c7220 FUN_005d8450@005d8450
PlayerIsInAreaObject	005d14f0	333	FUN_005c2770@005c2770 FUN_005c2810@005c2810 FUN_005c2910@005c2910 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d8450@005d8450 FUN_005d8f20@005d8f20 thunk_FUN_0073ad50@005d8170
PlayerIsInAreaXYZ	005d13f0	244	FUN_005c2910@005c2910 FUN_005d8200@005d8200 FUN_005d82a0@005d82a0 FUN_005d8450@005d8450 thunk_FUN_0073ad50@005d8170
PlayerIsInStealthProp	005d1f20	32	FUN_005d8450@005d8450
PlayerIsInTrigger	005d2a30	197	FUN_005c7220@005c7220 FUN_005d81a0@005d81a0 FUN_005d8200@005d8200 FUN_005d8450@005d8450 FUN_006d6e50@006d6e50 FUN_0073ad50@0073ad50
PlayerIsInVehicle	005d1640	105	FUN_0044a430@0044a430 FUN_005c7220@005c7220 FUN_005d8200@005d8200 FUN_005d8450@005d8450
PlayerKilled	005d1e40	30	
PlayerLockButtonInputsExcept	005d1bb0	130	FUN_005d8200@005d8200 FUN_005d8f20@005d8f20 FUN_0073ad50@0073ad50
PlayerPedProcessControl			pas de table
PlayerPutOnBike	005d2c60	221	FUN_0041c390@0041c390 FUN_0044a430@0044a430 FUN_00473fa0@00473fa0 FUN_004764f0@004764f0 FUN_004bde30@004bde30 FUN_004cade0@004cade0 FUN_005c7220@005c7220 FUN_005d8200@005d8200
